0.000000	3.756901
0.000500	3.778892
0.001000	3.751483
0.001500	3.846779
0.002000	3.796422
0.002500	3.744790
0.003000	3.615709
0.003500	3.513401
0.004000	3.597542
0.004500	3.643756
0.005000	3.681365
0.005500	3.675947
0.006000	3.692201
0.006500	3.676903
0.007000	3.659374
0.007500	3.538580
0.008000	3.525831
0.008500	3.596586
0.009000	3.471649
0.009500	3.561209
0.010000	3.605829
0.010500	3.726942
0.011000	3.665110
0.011500	3.581607
0.012000	3.512445
0.012500	3.618259
0.013000	3.598817
0.013500	3.601048
0.014000	3.588937
0.014500	3.730129
0.015000	3.945581
0.015500	3.738097
0.016000	3.703994
0.016500	3.658417
0.017000	3.732360
0.017500	3.729173
0.018000	3.805665
0.018500	3.756582
0.019000	3.687739
0.019500	3.620809
0.020000	3.610291
0.020500	3.905423
0.021000	3.643756
0.021500	3.823832
0.022000	3.762957
0.022500	3.456032
0.023000	3.508620
0.023500	3.669891
0.024000	3.424160
0.024500	3.415874
0.025000	3.690289
0.025500	3.645350
0.026000	3.723117
0.026500	3.675628
0.027000	3.686783
0.027500	3.690927
0.028000	3.863034
0.028500	3.835943
0.029000	3.943350
0.029500	3.807577
0.030000	3.804709
0.030500	3.752439
0.031000	3.525194
0.031500	3.649812
0.032000	3.857297
0.032500	3.591806
0.033000	3.624633
0.033500	3.698576
0.034000	3.765825
0.034500	3.796422
0.035000	3.826700
0.035500	3.863990
0.036000	3.910841
0.036500	3.900961
0.037000	3.734909
0.037500	3.640251
0.038000	3.539855
0.038500	3.434997
0.039000	3.459219
0.039500	3.392289
0.040000	3.730129
0.040500	3.929646
0.041000	3.841680
0.041500	3.599773
0.042000	3.575232
0.042500	3.625271
0.043000	3.620171
0.043500	3.523281
0.044000	3.566627
0.044500	3.581288
0.045000	3.502565
0.045500	3.537942
0.046000	3.737459
0.046500	3.997532
0.047000	3.640251
0.047500	3.706862
0.048000	3.611247
0.048500	3.685508
0.049000	3.543042
0.049500	3.418424
0.050000	3.596586
0.050500	3.592443
0.051000	3.638020
0.051500	3.594993
0.052000	3.560890
0.052500	3.500015
0.053000	3.408862
0.053500	3.601048
0.054000	3.878651
0.054500	4.094741
0.055000	3.991795
0.055500	3.765188
0.056000	3.549735
0.056500	3.436272
0.057000	3.334282
0.057500	3.148789
0.058000	3.215082
0.058500	3.209664
0.059000	3.388145
0.059500	3.512445
0.060000	3.588937
0.060500	3.758813
0.061000	3.723117
0.061500	3.801840
0.062000	3.768056
0.062500	3.674991
0.063000	3.758176
0.063500	3.760726
0.064000	3.738097
0.064500	3.634514
0.065000	3.654274
0.065500	3.665748
0.066000	3.632920
0.066500	3.519776
0.067000	3.540173
0.067500	3.341294
0.068000	3.606785
0.068500	3.600730
0.069000	3.355955
0.069500	3.393564
0.070000	3.391014
0.070500	3.464637
0.071000	3.368385
0.071500	3.251416
0.072000	3.644394
0.072500	3.643756
0.073000	3.739372
0.073500	3.629733
0.074000	3.704313
0.074500	3.872277
0.075000	3.763913
0.075500	3.545273
0.076000	3.520413
0.076500	3.410137
0.077000	3.555472
0.077500	3.500652
0.078000	3.671804
0.078500	3.697620
0.079000	3.897136
0.079500	3.916897
0.080000	3.937295
0.080500	3.909248
0.081000	3.709093
0.081500	3.669891
0.082000	3.574914
0.082500	3.567902
0.083000	3.522007
0.083500	3.555153
0.084000	3.562484
0.084500	3.567264
0.085000	3.704631
0.085500	3.853472
0.086000	3.758495
0.086500	3.755626
0.087000	3.768375
0.087500	3.533480
0.088000	3.461450
0.088500	3.263846
0.089000	3.427666
0.089500	3.444877
0.090000	3.691564
0.090500	3.791641
0.091000	3.923271
0.091500	3.830525
0.092000	3.825744
0.092500	3.783354
0.093000	3.699851
0.093500	3.583200
0.094000	3.522325
0.094500	3.522325
0.095000	3.330139
0.095500	3.458263
0.096000	3.569177
0.096500	3.521050
0.097000	3.577463
0.097500	3.588937
0.098000	3.650768
0.098500	3.711643
0.099000	3.740009
0.099500	3.765506
0.100000	3.576507
0.100500	3.569177
0.101000	3.700807
0.101500	3.665429
0.102000	3.528700
0.102500	3.925184
0.103000	3.826063
0.103500	3.929327
0.104000	3.795147
0.104500	3.841042
0.105000	3.922953
0.105500	3.837218
0.106000	3.543361
0.106500	3.346712
0.107000	3.594993
0.107500	3.507983
0.108000	3.684233
0.108500	3.614434
0.109000	3.641207
0.109500	3.737459
0.110000	3.842636
0.110500	3.755945
0.111000	3.763594
0.111500	3.733635
0.112000	3.668616
0.112500	3.619215
0.113000	3.642163
0.113500	3.503840
0.114000	3.605192
0.114500	3.616028
0.115000	3.538580
0.115500	3.244723
0.116000	3.181617
0.116500	3.338426
0.117000	3.456032
0.117500	3.717061
0.118000	3.554516
0.118500	3.495234
0.119000	3.418105
0.119500	3.667023
0.120000	3.629414
0.120500	3.660967
0.121000	3.679453
0.121500	3.609016
0.122000	3.535393
0.122500	3.618259
0.123000	3.463681
0.123500	3.286156
0.124000	3.427985
0.124500	3.507027
0.125000	3.746702
0.125500	3.645669
0.126000	3.570452
0.126500	3.505433
0.127000	3.630370
0.127500	3.696982
0.128000	3.703994
0.128500	3.680409
0.129000	3.668298
0.129500	3.445833
0.130000	3.652043
0.130500	3.653318
0.131000	3.683596
0.131500	3.697620
0.132000	3.698257
0.132500	3.737141
0.133000	3.596905
0.133500	3.441052
0.134000	3.584475
0.134500	3.562484
0.135000	3.599773
0.135500	3.543998
0.136000	3.639294
0.136500	3.716743
0.137000	3.730447
0.137500	3.697620
0.138000	3.742240
0.138500	3.711962
0.139000	3.575870
0.139500	3.566627
0.140000	3.458901
0.140500	3.519457
0.141000	3.719611
0.141500	3.705906
0.142000	3.434997
0.142500	3.684871
0.143000	3.668616
0.143500	3.514995
0.144000	3.365835
0.144500	3.660967
0.145000	3.611885
0.145500	3.540173
0.146000	3.511489
0.146500	3.730766
0.147000	3.694751
0.147500	3.721205
0.148000	3.886300
0.148500	3.928689
0.149000	3.871320
0.149500	3.750208
0.150000	3.798972
0.150500	3.874826
0.151000	3.748296
0.151500	3.752758
0.152000	3.777936
0.152500	3.821601
0.153000	3.924227
0.153500	3.836899
0.154000	3.756582
0.154500	3.762000
0.155000	3.728216
0.155500	3.674035
0.156000	3.717061
0.156500	3.665110
0.157000	3.644394
0.157500	3.468781
0.158000	3.786542
0.158500	3.760726
0.159000	3.707181
0.159500	3.746702
0.160000	3.746383
0.160500	3.854428
0.161000	3.924546
0.161500	3.937614
0.162000	3.853153
0.162500	3.658417
0.163000	3.441690
0.163500	3.743515
0.164000	3.597224
0.164500	3.673397
0.165000	3.780486
0.165500	3.674991
0.166000	3.630370
0.166500	3.708137
0.167000	3.886938
0.167500	3.935382
0.168000	3.900961
0.168500	3.759451
0.169000	3.701763
0.169500	3.501290
0.170000	3.467506
0.170500	3.439459
0.171000	3.415236
0.171500	3.529337
0.172000	3.564715
0.172500	3.691245
0.173000	3.541767
0.173500	3.605510
0.174000	3.565352
0.174500	3.716743
0.175000	3.476430
0.175500	3.737141
0.176000	3.617940
0.176500	3.784629
0.177000	3.741603
0.177500	3.672441
0.178000	3.648537
0.178500	3.655868
0.179000	3.705269
0.179500	3.665429
0.180000	3.586387
0.180500	3.477386
0.181000	3.655868
0.181500	3.711324
0.182000	3.721523
0.182500	3.620171
0.183000	3.532205
0.183500	3.372847
0.184000	3.230062
0.184500	3.243129
0.185000	3.348624
0.185500	3.648856
0.186000	3.521050
0.186500	3.496828
0.187000	3.450933
0.187500	3.547185
0.188000	3.647900
0.188500	3.489497
0.189000	3.656186
0.189500	3.516588
0.190000	3.617622
0.190500	3.635151
0.191000	3.666704
0.191500	3.644394
0.192000	3.847098
0.192500	3.915941
0.193000	3.762319
0.193500	3.597542
0.194000	3.704313
0.194500	3.512126
0.195000	3.517544
0.195500	3.426710
0.196000	3.655230
0.196500	3.651406
0.197000	3.668616
0.197500	3.681684
0.198000	3.719292
0.198500	3.705906
0.199000	3.847098
0.199500	3.835943
0.200000	3.642163
0.200500	3.727579
0.201000	3.396113
0.201500	3.305598
0.202000	3.774749
0.202500	3.722161
0.203000	3.683915
0.203500	3.646625
0.204000	3.634195
0.204500	3.732678
0.205000	3.835943
0.205500	3.880882
0.206000	3.789410
0.206500	3.834030
0.207000	3.570133
0.207500	3.566946
0.208000	3.553560
0.208500	3.518501
0.209000	3.347987
0.209500	3.018752
0.210000	3.445833
0.210500	3.632920
0.211000	3.665748
0.211500	3.681365
0.212000	3.603917
0.212500	3.558022
0.213000	3.552922
0.213500	3.617303
0.214000	3.604873
0.214500	3.548460
0.215000	3.349899
0.215500	3.261933
0.216000	3.316115
0.216500	3.328227
0.217000	3.541767
0.217500	3.732041
0.218000	3.825744
0.218500	4.092191
0.219000	3.762319
0.219500	3.798653
0.220000	3.715786
